Time (s)    Heave_Spectrum (m)    Heave_Eta (m)    Difference (m)
    45.120         -2.06251596       -2.06251596        0.0000e+00
    45.135         -2.06793376       -2.06793376        0.0000e+00
    45.150         -2.07327460       -2.07327460        0.0000e+00
    45.165         -2.07853742       -2.07853742        0.0000e+00
    45.180         -2.08372116       -2.08372116        0.0000e+00
    45.195         -2.08882484       -2.08882484        0.0000e+00
    45.210         -2.09384745       -2.09384745        0.0000e+00
    45.225         -2.09878804       -2.09878804        0.0000e+00
    45.240         -2.10364569       -2.10364569        0.0000e+00
    45.255         -2.10841950       -2.10841950        0.0000e+00
    45.270         -2.11310860       -2.11310860        0.0000e+00
    45.285         -2.11771215       -2.11771215        0.0000e+00
    45.300         -2.12222935       -2.12222935        0.0000e+00
    45.315         -2.12665940       -2.12665940        0.0000e+00
    45.330         -2.13100157       -2.13100157        0.0000e+00
    45.345         -2.13525512       -2.13525512        0.0000e+00
    45.360         -2.13941938       -2.13941938        0.0000e+00
    45.375         -2.14349366       -2.14349366        0.0000e+00
    45.390         -2.14747736       -2.14747736        0.0000e+00
    45.405         -2.15136985       -2.15136985        0.0000e+00
    45.420         -2.15517057       -2.15517057        0.0000e+00
    45.435         -2.15887897       -2.15887897        0.0000e+00
    45.450         -2.16249455       -2.16249455        0.0000e+00
    45.465         -2.16601681       -2.16601681        0.0000e+00
    45.480         -2.16944531       -2.16944531        0.0000e+00
    45.495         -2.17277963       -2.17277963        0.0000e+00
    45.510         -2.17601936       -2.17601936        0.0000e+00
    45.525         -2.17916415       -2.17916415        0.0000e+00
    45.540         -2.18221366       -2.18221366        0.0000e+00
    45.555         -2.18516758       -2.18516758        0.0000e+00
    45.570         -2.18802564       -2.18802564        0.0000e+00
    45.585         -2.19078761       -2.19078761        0.0000e+00
    45.600         -2.19345324       -2.19345324        0.0000e+00
    45.615         -2.19602238       -2.19602238        0.0000e+00
    45.630         -2.19849484       -2.19849484        0.0000e+00
    45.645         -2.20087051       -2.20087051        0.0000e+00
    45.660         -2.20314929       -2.20314929        0.0000e+00
    45.675         -2.20533110       -2.20533110        0.0000e+00
    45.690         -2.20741590       -2.20741590        0.0000e+00
    45.705         -2.20940367       -2.20940367        0.0000e+00
    45.720         -2.21129444       -2.21129444        0.0000e+00
    45.735         -2.21308824       -2.21308824        0.0000e+00
    45.750         -2.21478515       -2.21478515        0.0000e+00
    45.765         -2.21638525       -2.21638525        0.0000e+00
    45.780         -2.21788868       -2.21788868        0.0000e+00
    45.795         -2.21929559       -2.21929559        0.0000e+00
    45.810         -2.22060615       -2.22060615        0.0000e+00
    45.825         -2.22182058       -2.22182058        0.0000e+00
    45.840         -2.22293910       -2.22293910        0.0000e+00
    45.855         -2.22396198       -2.22396198        0.0000e+00
    45.870         -2.22488950       -2.22488950        0.0000e+00
    45.885         -2.22572198       -2.22572198        0.0000e+00
    45.900         -2.22645974       -2.22645974        0.0000e+00
    45.915         -2.22710316       -2.22710316        0.0000e+00
    45.930         -2.22765262       -2.22765262        0.0000e+00
    45.945         -2.22810852       -2.22810852        0.0000e+00
    45.960         -2.22847132       -2.22847132        0.0000e+00
    45.975         -2.22874147       -2.22874147        0.0000e+00
    45.990         -2.22891945       -2.22891945        0.0000e+00
    46.005         -2.22900578       -2.22900578        0.0000e+00
    46.020         -2.22900098       -2.22900098        0.0000e+00
    46.035         -2.22890561       -2.22890561        0.0000e+00
    46.050         -2.22872025       -2.22872025        0.0000e+00
    46.065         -2.22844550       -2.22844550        0.0000e+00
    46.080         -2.22808198       -2.22808198        0.0000e+00
    46.095         -2.22763033       -2.22763033        0.0000e+00
    46.110         -2.22709123       -2.22709123        0.0000e+00
    46.125         -2.22646535       -2.22646535        0.0000e+00
    46.140         -2.22575341       -2.22575341        0.0000e+00
    46.155         -2.22495613       -2.22495613        0.0000e+00
    46.170         -2.22407425       -2.22407425        0.0000e+00
    46.185         -2.22310856       -2.22310856        0.0000e+00
    46.200         -2.22205983       -2.22205983        0.0000e+00
    46.215         -2.22092886       -2.22092886        0.0000e+00
    46.230         -2.21971650       -2.21971650        0.0000e+00
    46.245         -2.21842356       -2.21842356        0.0000e+00
    46.260         -2.21705093       -2.21705093        0.0000e+00
    46.275         -2.21559947       -2.21559947        0.0000e+00
    46.290         -2.21407008       -2.21407008        0.0000e+00
    46.305         -2.21246367       -2.21246367        0.0000e+00
    46.320         -2.21078117       -2.21078117        0.0000e+00
    46.335         -2.20902352       -2.20902352        0.0000e+00
    46.350         -2.20719169       -2.20719169        0.0000e+00
    46.365         -2.20528665       -2.20528665        0.0000e+00
    46.380         -2.20330939       -2.20330939        0.0000e+00
    46.395         -2.20126091       -2.20126091        0.0000e+00
    46.410         -2.19914223       -2.19914223        0.0000e+00
    46.425         -2.19695439       -2.19695439        0.0000e+00
    46.440         -2.19469843       -2.19469843        0.0000e+00
    46.455         -2.19237541       -2.19237541        0.0000e+00
    46.470         -2.18998639       -2.18998639        0.0000e+00
    46.485         -2.18753248       -2.18753248        0.0000e+00
    46.500         -2.18501475       -2.18501475        0.0000e+00
    46.515         -2.18243431       -2.18243431        0.0000e+00
    46.530         -2.17979229       -2.17979229        0.0000e+00
    46.545         -2.17708981       -2.17708981        0.0000e+00
    46.560         -2.17432801       -2.17432801        0.0000e+00
    46.575         -2.17150804       -2.17150804        0.0000e+00
    46.590         -2.16863106       -2.16863106        0.0000e+00
    46.605         -2.16569822       -2.16569822        0.0000e+00
    46.620         -2.16271072       -2.16271072        0.0000e+00
    46.635         -2.15966973       -2.15966973        0.0000e+00
    46.650         -2.15657644       -2.15657644        0.0000e+00
    46.665         -2.15343205       -2.15343205        0.0000e+00
    46.680         -2.15023777       -2.15023777        0.0000e+00
    46.695         -2.14699482       -2.14699482        0.0000e+00
    46.710         -2.14370441       -2.14370441        0.0000e+00
    46.725         -2.14036777       -2.14036777        0.0000e+00
    46.740         -2.13698614       -2.13698614        0.0000e+00
    46.755         -2.13356073       -2.13356073        0.0000e+00
    46.770         -2.13009281       -2.13009281        0.0000e+00
    46.785         -2.12658362       -2.12658362        0.0000e+00
    46.800         -2.12303440       -2.12303440        0.0000e+00
    46.815         -2.11944641       -2.11944641        0.0000e+00
    46.830         -2.11582092       -2.11582092        0.0000e+00
    46.845         -2.11215917       -2.11215917        0.0000e+00
    46.860         -2.10846244       -2.10846244        0.0000e+00
    46.875         -2.10473199       -2.10473199        0.0000e+00
    46.890         -2.10096909       -2.10096909        0.0000e+00
    46.905         -2.09717501       -2.09717501        0.0000e+00
    46.920         -2.09335103       -2.09335103        0.0000e+00
    46.935         -2.08949841       -2.08949841        0.0000e+00
    46.950         -2.08561843       -2.08561843        0.0000e+00
    46.965         -2.08171236       -2.08171236        0.0000e+00
    46.980         -2.07778148       -2.07778148        0.0000e+00
    46.995         -2.07382706       -2.07382706        0.0000e+00
    47.010         -2.06985038       -2.06985038        0.0000e+00
    47.025         -2.06585270       -2.06585270        0.0000e+00
    47.040         -2.06183530       -2.06183530        0.0000e+00
    47.055         -2.05779946       -2.05779946        0.0000e+00
    47.070         -2.05374642       -2.05374642        0.0000e+00
    47.085         -2.04967747       -2.04967747        0.0000e+00
    47.100         -2.04559387       -2.04559387        0.0000e+00
    47.115         -2.04149687       -2.04149687        0.0000e+00
    47.130         -2.03738774       -2.03738774        0.0000e+00
    47.145         -2.03326772       -2.03326772        0.0000e+00
    47.160         -2.02913807       -2.02913807        0.0000e+00
    47.175         -2.02500004       -2.02500004        0.0000e+00
    47.190         -2.02085486       -2.02085486        0.0000e+00
    47.205         -2.01670378       -2.01670378        0.0000e+00
    47.220         -2.01254802       -2.01254802        0.0000e+00
    47.235         -2.00838882       -2.00838882        0.0000e+00
    47.250         -2.00422741       -2.00422741        0.0000e+00
    47.265         -2.00006498       -2.00006498        0.0000e+00
    47.280         -1.99590277       -1.99590277        0.0000e+00
    47.295         -1.99174196       -1.99174196        0.0000e+00
    47.310         -1.98758377       -1.98758377        0.0000e+00
    47.325         -1.98342938       -1.98342938        0.0000e+00
    47.340         -1.97927997       -1.97927997        0.0000e+00
    47.355         -1.97513673       -1.97513673        0.0000e+00
    47.370         -1.97100083       -1.97100083        0.0000e+00
    47.385         -1.96687343       -1.96687343        0.0000e+00
    47.400         -1.96275568       -1.96275568        0.0000e+00
    47.415         -1.95864873       -1.95864873        0.0000e+00
    47.430         -1.95455372       -1.95455372        0.0000e+00
    47.445         -1.95047178       -1.95047178        0.0000e+00
    47.460         -1.94640403       -1.94640403        0.0000e+00
    47.475         -1.94235159       -1.94235159        0.0000e+00
    47.490         -1.93831555       -1.93831555        0.0000e+00
    47.505         -1.93429700       -1.93429700        0.0000e+00
    47.520         -1.93029704       -1.93029704        0.0000e+00
    47.535         -1.92631673       -1.92631673        0.0000e+00
    47.550         -1.92235715       -1.92235715        0.0000e+00
    47.565         -1.91841933       -1.91841933        0.0000e+00
    47.580         -1.91450433       -1.91450433        0.0000e+00
    47.595         -1.91061318       -1.91061318        0.0000e+00
    47.610         -1.90674690       -1.90674690        0.0000e+00
    47.625         -1.90290649       -1.90290649        0.0000e+00
    47.640         -1.89909296       -1.89909296        0.0000e+00
    47.655         -1.89530730       -1.89530730        0.0000e+00
    47.670         -1.89155047       -1.89155047        0.0000e+00
    47.685         -1.88782345       -1.88782345        0.0000e+00
    47.700         -1.88412719       -1.88412719        0.0000e+00
    47.715         -1.88046262       -1.88046262        0.0000e+00
    47.730         -1.87683067       -1.87683067        0.0000e+00
    47.745         -1.87323226       -1.87323226        0.0000e+00
    47.760         -1.86966829       -1.86966829        0.0000e+00
    47.775         -1.86613964       -1.86613964        0.0000e+00
    47.790         -1.86264720       -1.86264720        0.0000e+00
    47.805         -1.85919182       -1.85919182        0.0000e+00
    47.820         -1.85577436       -1.85577436       -2.2204e-16
    47.835         -1.85239565       -1.85239565       -2.2204e-16
    47.850         -1.84905651       -1.84905651       -2.2204e-16
    47.865         -1.84575776       -1.84575776       -2.2204e-16
    47.880         -1.84250018       -1.84250018       -2.2204e-16
    47.895         -1.83928456       -1.83928456       -2.2204e-16
    47.910         -1.83611167       -1.83611167       -2.2204e-16
    47.925         -1.83298224       -1.83298224       -2.2204e-16
    47.940         -1.82989703       -1.82989703       -2.2204e-16
    47.955         -1.82685675       -1.82685675       -2.2204e-16
    47.970         -1.82386212       -1.82386212       -2.2204e-16
    47.985         -1.82091382       -1.82091382       -2.2204e-16
    48.000         -1.81801253       -1.81801253       -2.2204e-16
    48.015         -1.81515891       -1.81515891       -2.2204e-16
    48.030         -1.81235362       -1.81235362       -2.2204e-16
    48.045         -1.80959728       -1.80959728       -4.4409e-16
    48.060         -1.80689050       -1.80689050       -4.4409e-16
    48.075         -1.80423390       -1.80423390       -4.4409e-16
    48.090         -1.80162804       -1.80162804       -4.4409e-16
    48.105         -1.79907351       -1.79907351       -4.4409e-16
    48.120         -1.79657085       -1.79657085       -4.4409e-16
    48.135         -1.79412061       -1.79412061       -4.4409e-16
    48.150         -1.79172328       -1.79172328       -4.4409e-16
    48.165         -1.78937939       -1.78937939       -4.4409e-16
    48.180         -1.78708942       -1.78708942       -4.4409e-16
    48.195         -1.78485384       -1.78485384       -6.6613e-16
    48.210         -1.78267309       -1.78267309       -6.6613e-16
    48.225         -1.78054762       -1.78054762       -6.6613e-16
    48.240         -1.77847785       -1.77847785       -6.6613e-16
    48.255         -1.77646417       -1.77646417       -6.6613e-16
    48.270         -1.77450698       -1.77450698       -6.6613e-16
    48.285         -1.77260663       -1.77260663       -6.6613e-16
    48.300         -1.77076348       -1.77076348       -6.6613e-16
    48.315         -1.76897786       -1.76897786       -6.6613e-16
    48.330         -1.76725008       -1.76725008       -6.6613e-16
    48.345         -1.76558044       -1.76558044       -6.6613e-16
    48.360         -1.76396922       -1.76396922       -6.6613e-16
    48.375         -1.76241667       -1.76241667       -6.6613e-16
    48.390         -1.76092305       -1.76092305       -6.6613e-16
    48.405         -1.75948857       -1.75948857       -6.6613e-16
    48.420         -1.75811344       -1.75811344       -6.6613e-16
    48.435         -1.75679785       -1.75679785       -6.6613e-16
    48.450         -1.75554197       -1.75554197       -6.6613e-16
    48.465         -1.75434594       -1.75434594       -6.6613e-16
    48.480         -1.75320990       -1.75320990       -6.6613e-16
    48.495         -1.75213396       -1.75213396       -6.6613e-16
    48.510         -1.75111822       -1.75111822       -6.6613e-16
    48.525         -1.75016275       -1.75016275       -6.6613e-16
    48.540         -1.74926760       -1.74926760       -6.6613e-16
    48.555         -1.74843282       -1.74843282       -6.6613e-16
    48.570         -1.74765842       -1.74765842       -6.6613e-16
    48.585         -1.74694441       -1.74694441       -6.6613e-16
    48.600         -1.74629075       -1.74629075       -6.6613e-16
    48.615         -1.74569742       -1.74569742       -6.6613e-16
    48.630         -1.74516435       -1.74516435       -6.6613e-16
    48.645         -1.74469146       -1.74469146       -6.6613e-16
    48.660         -1.74427867       -1.74427867       -6.6613e-16
    48.675         -1.74392584       -1.74392584       -6.6613e-16
    48.690         -1.74363285       -1.74363285       -6.6613e-16
    48.705         -1.74339954       -1.74339954       -6.6613e-16
    48.720         -1.74322574       -1.74322574       -6.6613e-16
    48.735         -1.74311125       -1.74311125       -6.6613e-16
    48.750         -1.74305585       -1.74305585       -6.6613e-16
    48.765         -1.74305931       -1.74305931       -6.6613e-16
    48.780         -1.74312139       -1.74312139       -6.6613e-16
    48.795         -1.74324180       -1.74324180       -6.6613e-16
    48.810         -1.74342026       -1.74342026       -6.6613e-16
    48.825         -1.74365646       -1.74365646       -6.6613e-16
    48.840         -1.74395006       -1.74395006       -6.6613e-16
    48.855         -1.74430071       -1.74430071       -6.6613e-16
    48.870         -1.74470806       -1.74470806       -6.6613e-16
    48.885         -1.74517170       -1.74517170       -6.6613e-16
    48.900         -1.74569123       -1.74569123       -6.6613e-16
    48.915         -1.74626622       -1.74626622       -6.6613e-16
    48.930         -1.74689623       -1.74689623       -6.6613e-16
    48.945         -1.74758080       -1.74758080       -6.6613e-16
    48.960         -1.74831944       -1.74831944       -6.6613e-16
    48.975         -1.74911165       -1.74911165       -6.6613e-16
    48.990         -1.74995691       -1.74995691       -6.6613e-16
    49.005         -1.75085468       -1.75085468       -6.6613e-16
    49.020         -1.75180441       -1.75180441       -6.6613e-16
    49.035         -1.75280551       -1.75280551       -6.6613e-16
    49.050         -1.75385740       -1.75385740       -6.6613e-16
    49.065         -1.75495947       -1.75495947       -6.6613e-16
    49.080         -1.75611108       -1.75611108       -6.6613e-16
    49.095         -1.75731159       -1.75731159       -6.6613e-16
    49.110         -1.75856035       -1.75856035       -6.6613e-16
    49.125         -1.75985665       -1.75985665       -6.6613e-16
    49.140         -1.76119982       -1.76119982       -6.6613e-16
    49.155         -1.76258913       -1.76258913       -6.6613e-16
    49.170         -1.76402385       -1.76402385       -6.6613e-16
    49.185         -1.76550325       -1.76550325       -6.6613e-16
    49.200         -1.76702654       -1.76702654       -6.6613e-16
    49.215         -1.76859297       -1.76859297       -6.6613e-16
    49.230         -1.77020172       -1.77020172       -6.6613e-16
    49.245         -1.77185200       -1.77185200       -6.6613e-16
    49.260         -1.77354298       -1.77354298       -6.6613e-16
    49.275         -1.77527381       -1.77527381       -6.6613e-16
    49.290         -1.77704365       -1.77704365       -6.6613e-16
    49.305         -1.77885163       -1.77885163       -4.4409e-16
    49.320         -1.78069687       -1.78069687       -4.4409e-16
    49.335         -1.78257847       -1.78257847       -4.4409e-16
    49.350         -1.78449552       -1.78449552       -4.4409e-16
    49.365         -1.78644711       -1.78644711       -4.4409e-16
    49.380         -1.78843229       -1.78843229       -4.4409e-16
    49.395         -1.79045014       -1.79045014       -4.4409e-16
    49.410         -1.79249968       -1.79249968       -2.2204e-16
    49.425         -1.79457996       -1.79457996       -2.2204e-16
    49.440         -1.79668998       -1.79668998       -2.2204e-16
    49.455         -1.79882877       -1.79882877       -2.2204e-16
    49.470         -1.80099532       -1.80099532       -2.2204e-16
    49.485         -1.80318861       -1.80318861       -2.2204e-16
    49.500         -1.80540764       -1.80540764       -2.2204e-16
    49.515         -1.80765137       -1.80765137       -2.2204e-16
    49.530         -1.80991877       -1.80991877       -2.2204e-16
    49.545         -1.81220879       -1.81220879       -2.2204e-16
    49.560         -1.81452037       -1.81452037       -2.2204e-16
    49.575         -1.81685245       -1.81685245       -2.2204e-16
    49.590         -1.81920397       -1.81920397       -2.2204e-16
    49.605         -1.82157385       -1.82157385       -2.2204e-16
    49.620         -1.82396101       -1.82396101       -2.2204e-16
    49.635         -1.82636437       -1.82636437       -2.2204e-16
    49.650         -1.82878282       -1.82878282       -2.2204e-16
    49.665         -1.83121528       -1.83121528       -2.2204e-16
    49.680         -1.83366064       -1.83366064       -2.2204e-16
    49.695         -1.83611780       -1.83611780       -2.2204e-16
    49.710         -1.83858564       -1.83858564       -2.2204e-16
    49.725         -1.84106306       -1.84106306       -2.2204e-16
    49.740         -1.84354894       -1.84354894       -2.2204e-16
    49.755         -1.84604216       -1.84604216       -2.2204e-16
    49.770         -1.84854160       -1.84854160       -2.2204e-16
    49.785         -1.85104615       -1.85104615       -2.2204e-16
    49.800         -1.85355468       -1.85355468       -2.2204e-16
    49.815         -1.85606607       -1.85606607       -2.2204e-16
    49.830         -1.85857920       -1.85857920       -2.2204e-16
    49.845         -1.86109295       -1.86109295       -2.2204e-16
    49.860         -1.86360619       -1.86360619       -2.2204e-16
    49.875         -1.86611781       -1.86611781       -2.2204e-16
    49.890         -1.86862669       -1.86862669       -2.2204e-16
    49.905         -1.87113171       -1.87113171       -2.2204e-16
    49.920         -1.87363177       -1.87363177       -2.2204e-16
    49.935         -1.87612575       -1.87612575       -2.2204e-16
    49.950         -1.87861254       -1.87861254       -2.2204e-16
    49.965         -1.88109105       -1.88109105       -2.2204e-16
    49.980         -1.88356018       -1.88356018       -2.2204e-16
    49.995         -1.88601883       -1.88601883       -2.2204e-16
    50.010         -1.88846592       -1.88846592       -2.2204e-16
    50.025         -1.89090036       -1.89090036       -2.2204e-16
    50.040         -1.89332108       -1.89332108       -2.2204e-16
    50.055         -1.89572701       -1.89572701       -2.2204e-16
    50.070         -1.89811709       -1.89811709       -2.2204e-16
    50.085         -1.90049026       -1.90049026       -2.2204e-16
    50.100         -1.90284548       -1.90284548       -2.2204e-16
    50.115         -1.90518170       -1.90518170       -2.2204e-16
    50.130         -1.90749790       -1.90749790       -2.2204e-16
    50.145         -1.90979305       -1.90979305       -2.2204e-16
    50.160         -1.91206614       -1.91206614       -2.2204e-16
    50.175         -1.91431618       -1.91431618       -2.2204e-16
    50.190         -1.91654216       -1.91654216       -2.2204e-16
    50.205         -1.91874310       -1.91874310       -2.2204e-16
    50.220         -1.92091804       -1.92091804       -2.2204e-16
    50.235         -1.92306601       -1.92306601       -2.2204e-16
    50.250         -1.92518606       -1.92518606       -2.2204e-16
    50.265         -1.92727726       -1.92727726       -2.2204e-16
    50.280         -1.92933869       -1.92933869       -2.2204e-16
    50.295         -1.93136943       -1.93136943       -2.2204e-16
    50.310         -1.93336859       -1.93336859       -2.2204e-16
    50.325         -1.93533527       -1.93533527       -2.2204e-16
    50.340         -1.93726862       -1.93726862       -2.2204e-16
    50.355         -1.93916776       -1.93916776       -2.2204e-16
    50.370         -1.94103187       -1.94103187       -2.2204e-16
    50.385         -1.94286010       -1.94286010       -2.2204e-16
    50.400         -1.94465165       -1.94465165       -2.2204e-16
    50.415         -1.94640571       -1.94640571       -2.2204e-16
    50.430         -1.94812152       -1.94812152       -2.2204e-16
    50.445         -1.94979829       -1.94979829       -2.2204e-16
    50.460         -1.95143529       -1.95143529       -2.2204e-16
    50.475         -1.95303177       -1.95303177       -2.2204e-16
    50.490         -1.95458701       -1.95458701       -2.2204e-16
    50.505         -1.95610033       -1.95610033       -2.2204e-16
    50.520         -1.95757104       -1.95757104       -2.2204e-16
    50.535         -1.95899847       -1.95899847       -2.2204e-16
    50.550         -1.96038198       -1.96038198       -2.2204e-16
    50.565         -1.96172093       -1.96172093       -2.2204e-16
    50.580         -1.96301473       -1.96301473       -2.2204e-16
    50.595         -1.96426277       -1.96426277       -2.2204e-16
    50.610         -1.96546448       -1.96546448       -2.2204e-16
    50.625         -1.96661932       -1.96661932       -2.2204e-16
    50.640         -1.96772675       -1.96772675       -2.2204e-16
    50.655         -1.96878625       -1.96878625       -2.2204e-16
    50.670         -1.96979734       -1.96979734       -2.2204e-16
    50.685         -1.97075953       -1.97075953       -2.2204e-16
    50.700         -1.97167238       -1.97167238       -2.2204e-16
    50.715         -1.97253545       -1.97253545        0.0000e+00
    50.730         -1.97334833       -1.97334833        0.0000e+00
    50.745         -1.97411063       -1.97411063        0.0000e+00
    50.760         -1.97482198       -1.97482198        0.0000e+00
    50.775         -1.97548204       -1.97548204        0.0000e+00
    50.790         -1.97609047       -1.97609047        0.0000e+00
    50.805         -1.97664696       -1.97664696        0.0000e+00
    50.820         -1.97715125       -1.97715125        0.0000e+00
    50.835         -1.97760306       -1.97760306        0.0000e+00
    50.850         -1.97800216       -1.97800216        0.0000e+00
    50.865         -1.97834833       -1.97834833        0.0000e+00
    50.880         -1.97864138       -1.97864138        2.2204e-16
    50.895         -1.97888113       -1.97888113        2.2204e-16
    50.910         -1.97906744       -1.97906744        2.2204e-16
    50.925         -1.97920018       -1.97920018        2.2204e-16
    50.940         -1.97927924       -1.97927924        2.2204e-16
    50.955         -1.97930456       -1.97930456        2.2204e-16
    50.970         -1.97927606       -1.97927606        4.4409e-16
    50.985         -1.97919373       -1.97919373        4.4409e-16
    51.000         -1.97905753       -1.97905753        4.4409e-16
    51.015         -1.97886750       -1.97886750        4.4409e-16
    51.030         -1.97862367       -1.97862367        4.4409e-16
    51.045         -1.97832608       -1.97832608        4.4409e-16
    51.060         -1.97797484       -1.97797484        4.4409e-16
    51.075         -1.97757004       -1.97757004        4.4409e-16
    51.090         -1.97711181       -1.97711181        4.4409e-16
    51.105         -1.97660031       -1.97660031        4.4409e-16
    51.120         -1.97603571       -1.97603571        4.4409e-16
    51.135         -1.97541822       -1.97541822        4.4409e-16
    51.150         -1.97474805       -1.97474805        4.4409e-16
    51.165         -1.97402546       -1.97402546        4.4409e-16
    51.180         -1.97325071       -1.97325071        4.4409e-16
    51.195         -1.97242409       -1.97242409        4.4409e-16
    51.210         -1.97154593       -1.97154593        4.4409e-16
    51.225         -1.97061656       -1.97061656        4.4409e-16
    51.240         -1.96963634       -1.96963634        4.4409e-16
    51.255         -1.96860565       -1.96860565        4.4409e-16
    51.270         -1.96752492       -1.96752492        4.4409e-16
    51.285         -1.96639456       -1.96639456        4.4409e-16
    51.300         -1.96521503       -1.96521503        4.4409e-16
    51.315         -1.96398680       -1.96398680        4.4409e-16
    51.330         -1.96271037       -1.96271037        4.4409e-16
    51.345         -1.96138626       -1.96138626        4.4409e-16
    51.360         -1.96001501       -1.96001501        4.4409e-16
    51.375         -1.95859718       -1.95859718        4.4409e-16
    51.390         -1.95713335       -1.95713335        4.4409e-16
    51.405         -1.95562414       -1.95562414        4.4409e-16
    51.420         -1.95407016       -1.95407016        4.4409e-16
    51.435         -1.95247206       -1.95247206        4.4409e-16
    51.450         -1.95083052       -1.95083052        4.4409e-16
    51.465         -1.94914620       -1.94914620        4.4409e-16
    51.480         -1.94741984       -1.94741984        4.4409e-16
    51.495         -1.94565214       -1.94565214        2.2204e-16
    51.510         -1.94384385       -1.94384385        2.2204e-16
    51.525         -1.94199575       -1.94199575        2.2204e-16
    51.540         -1.94010862       -1.94010862        2.2204e-16
    51.555         -1.93818325       -1.93818325        2.2204e-16
    51.570         -1.93622047       -1.93622047        2.2204e-16
    51.585         -1.93422112       -1.93422112        2.2204e-16
    51.600         -1.93218605       -1.93218605        2.2204e-16
    51.615         -1.93011613       -1.93011613        2.2204e-16
    51.630         -1.92801227       -1.92801227        2.2204e-16
    51.645         -1.92587536       -1.92587536        2.2204e-16
    51.660         -1.92370633       -1.92370633        2.2204e-16
    51.675         -1.92150611       -1.92150611        2.2204e-16
    51.690         -1.91927566       -1.91927566        2.2204e-16
    51.705         -1.91701596       -1.91701596        2.2204e-16
    51.720         -1.91472798       -1.91472798        2.2204e-16
    51.735         -1.91241272       -1.91241272        2.2204e-16
    51.750         -1.91007120       -1.91007120        2.2204e-16
    51.765         -1.90770444       -1.90770444        2.2204e-16
    51.780         -1.90531349       -1.90531349        2.2204e-16
    51.795         -1.90289939       -1.90289939        2.2204e-16
    51.810         -1.90046320       -1.90046320        2.2204e-16
    51.825         -1.89800601       -1.89800601        2.2204e-16
    51.840         -1.89552891       -1.89552891        2.2204e-16
    51.855         -1.89303299       -1.89303299        2.2204e-16
    51.870         -1.89051936       -1.89051936        2.2204e-16
    51.885         -1.88798914       -1.88798914        2.2204e-16
    51.900         -1.88544347       -1.88544347        2.2204e-16
    51.915         -1.88288348       -1.88288348        2.2204e-16
    51.930         -1.88031032       -1.88031032        2.2204e-16
    51.945         -1.87772515       -1.87772515        2.2204e-16
    51.960         -1.87512914       -1.87512914        2.2204e-16
    51.975         -1.87252345       -1.87252345        2.2204e-16
    51.990         -1.86990928       -1.86990928        2.2204e-16
    52.005         -1.86728780       -1.86728780        2.2204e-16
    52.020         -1.86466022       -1.86466022        2.2204e-16
    52.035         -1.86202773       -1.86202773        2.2204e-16
    52.050         -1.85939154       -1.85939154        2.2204e-16
    52.065         -1.85675286       -1.85675286        2.2204e-16
    52.080         -1.85411291       -1.85411291        2.2204e-16
    52.095         -1.85147291       -1.85147291        2.2204e-16
    52.110         -1.84883408       -1.84883408        2.2204e-16
    52.125         -1.84619765       -1.84619765        2.2204e-16
    52.140         -1.84356486       -1.84356486        2.2204e-16
    52.155         -1.84093694       -1.84093694        2.2204e-16
    52.170         -1.83831513       -1.83831513        2.2204e-16
    52.185         -1.83570066       -1.83570066        2.2204e-16
    52.200         -1.83309477       -1.83309477        2.2204e-16
    52.215         -1.83049871       -1.83049871        2.2204e-16
    52.230         -1.82791372       -1.82791372        2.2204e-16
    52.245         -1.82534104       -1.82534104        2.2204e-16
    52.260         -1.82278192       -1.82278192        2.2204e-16
    52.275         -1.82023759       -1.82023759        2.2204e-16
    52.290         -1.81770930       -1.81770930        2.2204e-16
    52.305         -1.81519829       -1.81519829        2.2204e-16
    52.320         -1.81270580       -1.81270580        2.2204e-16
    52.335         -1.81023306       -1.81023306        2.2204e-16
    52.350         -1.80778130       -1.80778130        2.2204e-16
    52.365         -1.80535176       -1.80535176        2.2204e-16
    52.380         -1.80294567       -1.80294567        2.2204e-16
    52.395         -1.80056425       -1.80056425        2.2204e-16
    52.410         -1.79820871       -1.79820871        2.2204e-16
    52.425         -1.79588029       -1.79588029        2.2204e-16
    52.440         -1.79358019       -1.79358019        2.2204e-16
    52.455         -1.79130961       -1.79130961        2.2204e-16
    52.470         -1.78906976       -1.78906976        2.2204e-16
    52.485         -1.78686183       -1.78686183        2.2204e-16
    52.500         -1.78468702       -1.78468702        2.2204e-16
    52.515         -1.78254650       -1.78254650        2.2204e-16
    52.530         -1.78044146       -1.78044146        2.2204e-16
    52.545         -1.77837307       -1.77837307        2.2204e-16
    52.560         -1.77634248       -1.77634248        2.2204e-16
    52.575         -1.77435085       -1.77435085        2.2204e-16
    52.590         -1.77239934       -1.77239934        2.2204e-16
    52.605         -1.77048907       -1.77048907        2.2204e-16
    52.620         -1.76862118       -1.76862118        2.2204e-16
    52.635         -1.76679680       -1.76679680        2.2204e-16
    52.650         -1.76501702       -1.76501702        2.2204e-16
    52.665         -1.76328297       -1.76328297        2.2204e-16
    52.680         -1.76159572       -1.76159572        2.2204e-16
    52.695         -1.75995637       -1.75995637        2.2204e-16
    52.710         -1.75836599       -1.75836599        2.2204e-16
    52.725         -1.75682563       -1.75682563        2.2204e-16
    52.740         -1.75533636       -1.75533636        2.2204e-16
    52.755         -1.75389920       -1.75389920        2.2204e-16
